,Happiness,Future,Hardwork,FWBscore,FSscore,FKscore,KHscore,Financial knowledge,Reliable,Self-commitment,Financial Goals,Goal confidence,Planning,Management,Expenses difficulty,Savings habit,Retirement savings,Non-retirement savings,Housing,Monthly payment,Home value,Remaining mortgage,Housing satisfaction,Savings amount,Smart investing,Poor investing,Number of earners,Income volatility,Material hardship,Benefits,Life shocks,Parents education,Finance taught,Materialism,Health,Stress,Probability of 75 years,Financial planning horizon,Household education,Education,Kids 0-7,Kids 7-12,Kids 13-17,Kids 18+,Self-employed,Full-time,Part-time,Homemaker,Student,Unable to work,Unemployed,Retired,Other employment,Military status,Age,Race,Female,House size,Marital status,Metro area,Percent of poverty line,Region,Poor county,Above med income
1316,5,4,5,42,40,1.0,0.6666666666666666,3,4,3,0,3,2.75,2.25,2,3,0,0,I rent,$500-749,Doesn't apply,-2,2,2,0,1,2,1,2,1,0,High school degree/GED,2,2.3333333333333335,3,2,86,1,Some college/Associate,Some college/Associate,0,0,1,0,0,0,0,0,0,0,1,0,0,Spouse/dependent Veteran,45-54,White - Non-Hispanic,0,4,Married,0,<100% FPL,Pacific,1,0
1317,6,6,7,64,51,1.0,0.7777777777777778,5,4,4,1,3,4.0,5.0,1,6,1,1,I own my home,$300-499,"Less than $150,000",1,3,6,0,1,2,1,0,1,1,Less than high school,3,3.0,4,4,100,2,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),75+,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,0,1
1318,7,7,7,61,55,1.0,0.7777777777777778,5,4,4,1,4,5.0,4.75,1,5,1,-1,I own my home,Less than $300,"Less than $150,000",1,4,4,0,1,1,1,0,3,1,High school degree/GED,5,2.6666666666666665,4,4,100,4,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Veteran (veteran or retired),62-69,White - Non-Hispanic,1,1,Divorced/Separated,1,200%+ FPL,New England,0,0
1319,7,6,4,71,58,1.0,1.0,6,5,5,0,4,1.25,5.0,1,2,0,0,I own my home,$500-749,"$150,000-249,999",2,4,7,0,1,2,1,0,4,1,Some college/Associate,3,1.0,5,1,100,3,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,0,1
1320,5,4,5,80,46,0.3333333333333333,0.5555555555555556,4,5,3,0,4,2.5,4.0,1,6,0,0,I do not currently own or rent,I dont know,Doesn't apply,-2,3,7,0,1,2,1,0,1,0,High school degree/GED,5,3.3333333333333335,2,1,100,1,High school degree/GED,High school degree/GED,0,0,0,2,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,75+,White - Non-Hispanic,0,2,Divorced/Separated,0,100%-199% FPL,East-North Central,1,0
1321,4,5,6,58,45,1.0,0.8888888888888888,5,5,4,0,4,2.75,5.0,1,6,1,0,I own my home,"$1,500-1,999","$250,000-399,999",2,3,6,0,1,1,1,0,5,0,Some college/Associate,5,3.0,2,3,75,5,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Veteran (veteran or retired),55-61,White - Non-Hispanic,0,1,Divorced/Separated,1,200%+ FPL,South Atlantic,0,1
1322,5,5,6,65,58,1.0,0.8888888888888888,6,5,4,1,4,5.0,4.75,1,6,1,1,I own my home,"$2,000 or more","$400,000 or more",2,4,7,0,1,2,1,0,4,0,Bachelors degree,7,2.3333333333333335,3,3,100,4,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,1,0,0,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,1,2,Married,1,200%+ FPL,Mid-Atlantic,0,1
1323,6,6,6,53,42,1.0,0.5555555555555556,5,3,3,0,3,3.25,3.25,2,4,0,0,I own my home,"$1,000-1,499","$150,000-249,999",2,4,4,0,1,2,1,2,2,0,High school degree/GED,2,3.0,3,3,100,1,High school degree/GED,High school degree/GED,0,1,1,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,Black - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,0,1
1324,7,7,4,81,69,1.0,0.7777777777777778,6,5,5,0,4,5.0,5.0,1,6,0,0,I own my home,Prefer not to say,Prefer not to say,99,4,99,0,1,1,1,0,0,0,Some college/Associate,2,3.0,5,1,100,5,Some college/Associate,Some college/Associate,0,0,0,0,0,0,0,0,0,0,0,1,0,Spouse/dependent Veteran,70-74,White - Non-Hispanic,1,3,Married,1,200%+ FPL,Mid-Atlantic,0,1
1325,6,6,6,51,40,0.6666666666666666,0.3333333333333333,4,4,4,0,3,4.0,4.25,2,5,1,0,I own my home,Prefer not to say,Prefer not to say,99,4,99,0,0,2,3,0,3,0,High school degree/GED,6,2.3333333333333335,3,3,89,2,High school degree/GED,High school degree/GED,0,0,0,2,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,1,4,Married,1,200%+ FPL,West-North Central,0,1
1326,5,5,4,37,42,0.6666666666666666,0.6666666666666666,4,4,3,0,2,2.75,2.75,3,3,1,0,I own my home,Prefer not to say,"Less than $150,000",2,3,2,0,0,1,1,5,2,2,High school degree/GED,3,2.6666666666666665,4,3,90,4,High school degree/GED,High school degree/GED,0,0,2,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,4,Married,0,100%-199% FPL,East-North Central,0,0
1327,5,5,6,34,36,0.6666666666666666,0.5555555555555556,5,4,2,1,3,2.75,3.75,3,3,1,0,I rent,$750-999,Doesn't apply,-2,2,3,0,1,2,1,4,3,0,High school degree/GED,0,3.3333333333333335,4,3,95,1,Bachelors degree,High school degree/GED,1,1,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,3,Living with partner,1,200%+ FPL,West-South Central,0,1
1328,4,4,4,55,41,1.0,0.7777777777777778,4,5,3,0,4,3.25,5.0,1,6,0,0,I own my home,Less than $300,"Less than $150,000",1,3,5,0,1,2,1,0,0,1,High school degree/GED,1,1.0,2,4,60,3,High school degree/GED,High school degree/GED,0,1,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,70-74,White - Non-Hispanic,1,3,Married,0,100%-199% FPL,West-South Central,1,0
1329,6,6,4,78,64,1.0,1.0,4,5,5,0,4,4.0,5.0,1,6,1,0,I own my home,Less than $300,"$250,000-399,999",1,4,6,0,1,1,1,0,3,2,Graduate/professional degree,1,1.0,4,3,85,5,Graduate/professional degree,Graduate/professional degree,0,0,1,2,0,0,0,1,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,1,5,Married,1,200%+ FPL,West-South Central,0,1
1330,3,3,5,35,42,0.3333333333333333,0.6666666666666666,5,4,3,1,3,3.25,3.0,2,4,1,0,I own my home,$750-999,"Less than $150,000",2,3,3,0,1,1,3,4,3,1,Some college/Associate,6,2.6666666666666665,4,4,50,2,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Veteran (veteran or retired),25-34,White - Non-Hispanic,0,1,Never married,1,200%+ FPL,South Atlantic,0,0
1331,6,6,6,51,57,1.0,0.7777777777777778,5,5,5,1,4,5.0,5.0,2,6,0,0,I own my home,Prefer not to say,"$150,000-249,999",99,3,99,0,1,2,2,2,2,0,High school degree/GED,4,2.0,4,3,50,4,High school degree/GED,High school degree/GED,0,0,0,0,0,0,1,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,1,2,Married,1,200%+ FPL,Mid-Atlantic,0,1
1332,7,7,7,73,70,1.0,1.0,5,5,4,1,3,2.25,4.75,1,5,1,1,I own my home,"$2,000 or more","$400,000 or more",3,4,5,0,1,2,2,0,5,0,Some college/Associate,5,2.0,4,2,80,4,Graduate/professional degree,Bachelors degree,1,2,0,0,0,0,1,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,1,5,Married,1,200%+ FPL,West-North Central,0,1
1333,6,6,6,95,64,1.0,1.0,6,5,5,0,4,4.0,5.0,1,6,1,0,I own my home,$750-999,"$400,000 or more",1,3,6,0,1,2,1,0,3,0,Graduate/professional degree,3,3.0,4,3,98,3,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,0,1,0,0,0,0,0,0,Veteran (veteran or retired),70-74,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,1,1
1334,4,4,5,55,45,0.3333333333333333,0.5555555555555556,4,3,3,1,3,3.25,3.0,2,4,0,1,I own my home,"$1,000-1,499","$150,000-249,999",2,3,6,0,0,2,2,6,3,1,High school degree/GED,0,3.0,5,3,75,2,High school degree/GED,High school degree/GED,1,1,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,4,Married,1,200%+ FPL,Mid-Atlantic,0,1
1335,6,6,6,69,56,1.0,0.8888888888888888,5,5,4,1,3,4.0,4.5,1,4,0,0,I own my home,"$2,000 or more","$150,000-249,999",2,3,4,0,1,2,1,0,5,1,Some college/Associate,4,2.6666666666666665,3,3,60,2,Graduate/professional degree,Some college/Associate,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,1,3,Married,1,200%+ FPL,East-South Central,1,1
1336,6,6,6,72,61,1.0,0.8888888888888888,6,5,5,1,4,2.0,4.5,1,6,1,1,I own my home,"$1,500-1,999","$250,000-399,999",2,3,5,0,1,2,1,0,4,0,Graduate/professional degree,3,1.6666666666666667,4,3,75,5,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,2,Married,1,200%+ FPL,Mountain,0,1
1337,5,2,7,71,50,0.6666666666666666,0.5555555555555556,5,3,4,1,4,2.0,4.0,1,6,1,1,I own my home,Less than $300,"Less than $150,000",1,3,7,0,1,2,1,0,4,0,High school degree/GED,4,1.0,4,2,80,4,Bachelors degree,High school degree/GED,0,0,1,0,0,0,0,0,0,0,0,0,1,Veteran (veteran or retired),45-54,White - Non-Hispanic,0,2,Married,1,200%+ FPL,Mid-Atlantic,0,1
1338,5,5,5,46,50,0.6666666666666666,0.5555555555555556,4,4,2,1,4,4.5,5.0,1,6,0,0,I own my home,"$1,000-1,499","$150,000-249,999",2,3,98,0,1,2,1,0,3,1,Some college/Associate,3,1.6666666666666667,4,2,80,1,Bachelors degree,Some college/Associate,0,0,0,2,0,0,1,0,0,0,0,0,0,Neither Active nor Veteran,55-61,Hispanic,1,2,Married,1,200%+ FPL,West-South Central,1,1
1339,6,6,6,72,72,1.0,0.8888888888888888,6,4,5,0,4,2.0,4.5,1,6,1,1,I own my home,Less than $300,"$250,000-399,999",1,4,7,0,1,2,2,0,3,0,Bachelors degree,4,2.3333333333333335,4,4,75,4,Bachelors degree,Bachelors degree,0,0,2,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,1,4,Married,1,200%+ FPL,West-North Central,0,1
1340,5,5,5,56,50,1.0,0.8888888888888888,5,4,4,1,3,3.75,4.25,1,5,1,0,I own my home,"$2,000 or more","$250,000-399,999",3,3,7,0,1,2,2,0,5,2,Bachelors degree,5,2.3333333333333335,3,5,95,4,Graduate/professional degree,Graduate/professional degree,1,2,0,0,0,1,0,0,1,0,0,0,0,Neither Active nor Veteran,35-44,Black - Non-Hispanic,1,4,Married,1,200%+ FPL,West-South Central,0,1
1341,7,7,7,67,41,1.0,0.8888888888888888,5,5,3,1,3,2.75,3.25,1,5,1,1,I rent,"$1,000-1,499",Doesn't apply,-2,4,5,0,1,2,1,0,4,1,Graduate/professional degree,5,2.3333333333333335,5,1,90,3,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,2,Living with partner,1,200%+ FPL,East-North Central,0,1
1342,5,7,7,73,60,1.0,0.7777777777777778,5,5,5,1,4,5.0,4.5,1,5,1,1,I rent,$750-999,Doesn't apply,-2,3,5,0,1,1,1,0,3,0,High school degree/GED,0,3.0,3,3,100,3,Bachelors degree,High school degree/GED,2,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,Black - Non-Hispanic,0,4,Married,1,200%+ FPL,South Atlantic,1,0
1343,6,7,7,71,62,1.0,1.0,6,5,4,1,4,2.5,4.5,1,5,0,0,I own my home,"$1,500-1,999","$250,000-399,999",2,4,6,0,1,1,1,0,1,0,Some college/Associate,2,3.6666666666666665,4,3,50,5,Some college/Associate,Some college/Associate,0,0,0,0,1,0,0,0,0,0,0,1,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,1,Divorced/Separated,1,200%+ FPL,New England,0,1
1344,7,7,6,95,62,0.6666666666666666,0.8888888888888888,4,4,4,0,4,2.25,4.0,1,2,0,0,I own my home,Prefer not to say,"Less than $150,000",99,4,5,0,1,2,1,0,4,0,Some college/Associate,7,2.6666666666666665,5,2,100,5,Some college/Associate,Some college/Associate,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,1,1,Married,1,200%+ FPL,South Atlantic,1,1
1345,5,5,5,49,42,1.0,0.6666666666666666,5,4,3,1,3,4.0,4.25,2,4,1,0,I own my home,$750-999,"Less than $150,000",2,3,99,0,1,1,1,0,3,2,Graduate/professional degree,7,3.3333333333333335,3,4,75,3,Bachelors degree,Some college/Associate,0,0,0,1,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,Black - Non-Hispanic,1,2,Never married,1,200%+ FPL,Mid-Atlantic,0,0
1346,6,6,7,72,70,1.0,1.0,7,4,4,1,4,4.0,5.0,1,6,1,1,I own my home,$750-999,"$150,000-249,999",2,3,99,0,1,1,1,0,4,0,High school degree/GED,4,4.333333333333333,4,4,90,5,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,1,Married,1,200%+ FPL,Mid-Atlantic,0,0
1347,7,7,7,70,54,1.0,0.7777777777777778,4,5,4,1,4,4.25,5.0,1,4,0,0,I own my home,Prefer not to say,"$150,000-249,999",1,4,6,0,1,2,1,0,1,2,Less than high school,3,1.0,2,4,50,3,High school degree/GED,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,1,2,Married,1,100%-199% FPL,East-North Central,0,0
1348,5,6,5,53,47,0.0,0.7777777777777778,5,4,3,0,3,4.0,4.0,2,3,0,0,I own my home,Prefer not to say,"$400,000 or more",99,3,99,0,0,1,1,0,2,1,Some college/Associate,0,4.0,3,2,90,1,Some college/Associate,Some college/Associate,1,1,1,1,0,0,0,1,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,1,5,Married,1,200%+ FPL,East-North Central,0,1
1349,2,2,2,37,33,0.6666666666666666,0.4444444444444444,4,4,4,1,3,4.0,3.5,2,3,1,1,I own my home,$500-749,"Less than $150,000",1,3,3,0,0,2,2,6,2,2,Graduate/professional degree,3,3.0,4,4,99,2,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,Black - Non-Hispanic,0,2,Never married,1,200%+ FPL,South Atlantic,0,0
1350,7,7,7,49,61,1.0,0.7777777777777778,4,5,4,0,3,4.0,4.75,1,4,1,0,I own my home,$750-999,"Less than $150,000",2,3,5,0,1,2,1,0,5,1,High school degree/GED,1,2.0,4,2,85,1,Bachelors degree,Bachelors degree,0,1,1,0,0,1,0,0,0,0,0,0,0,Veteran (veteran or retired),35-44,White - Non-Hispanic,0,4,Married,0,200%+ FPL,East-North Central,0,1
1351,4,6,6,31,41,1.0,1.0,6,5,3,1,3,3.75,3.75,2,4,1,1,I own my home,"$2,000 or more","$400,000 or more",2,3,5,0,1,1,1,1,3,1,Bachelors degree,5,3.0,4,2,40,5,Bachelors degree,Bachelors degree,0,0,2,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,4,Married,1,200%+ FPL,South Atlantic,0,1
1352,5,5,6,37,66,1.0,0.6666666666666666,6,4,4,1,3,4.25,5.0,3,5,0,0,I own my home,"$1,000-1,499","$150,000-249,999",2,4,6,0,0,1,1,5,3,4,High school degree/GED,5,1.6666666666666667,2,5,75,1,Bachelors degree,Some college/Associate,0,0,2,0,1,0,0,0,0,0,1,0,0,Neither Active nor Veteran,45-54,Hispanic,0,4,Married,1,200%+ FPL,South Atlantic,0,1
1353,7,4,7,61,55,0.6666666666666666,0.6666666666666666,4,4,4,1,4,3.0,3.25,1,4,0,1,I do not currently own or rent,Less than $300,Doesn't apply,-2,3,2,0,1,1,1,0,3,0,High school degree/GED,0,3.0,3,1,100,4,High school degree/GED,High school degree/GED,2,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,Black - Non-Hispanic,0,2,Never married,1,200%+ FPL,South Atlantic,0,0
1354,4,5,6,59,44,0.6666666666666666,0.6666666666666666,5,4,4,1,3,3.5,4.0,1,4,0,0,I own my home,$750-999,"$150,000-249,999",2,3,5,0,1,2,1,0,3,0,High school degree/GED,4,1.6666666666666667,3,3,75,2,Some college/Associate,High school degree/GED,0,0,1,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,3,Married,1,200%+ FPL,East-South Central,1,1
1355,7,7,7,53,52,0.6666666666666666,0.6666666666666666,6,5,4,1,3,4.75,3.75,2,4,0,1,I own my home,"$1,000-1,499","Less than $150,000",98,4,4,0,1,2,1,0,3,0,Some college/Associate,4,3.0,5,4,50,1,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,1,0,0,0,0,Neither Active nor Veteran,25-34,Hispanic,1,2,Married,1,200%+ FPL,South Atlantic,0,1
1356,4,3,1,39,36,1.0,0.7777777777777778,5,4,2,0,2,1.0,2.75,3,1,0,0,I rent,$300-499,Doesn't apply,-2,1,1,0,1,1,1,4,0,2,Bachelors degree,3,1.0,3,4,50,5,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Veteran (veteran or retired),55-61,White - Non-Hispanic,0,1,Never married,1,100%-199% FPL,West-North Central,0,0
1357,5,4,3,54,37,0.3333333333333333,0.6666666666666666,4,3,2,0,3,2.0,1.75,2,2,0,0,I rent,$300-499,Doesn't apply,-2,1,1,0,0,1,1,6,1,1,High school degree/GED,2,1.0,4,3,100,1,High school degree/GED,High school degree/GED,2,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,0,5,Living with partner,1,<100% FPL,East-South Central,1,0
1358,5,4,4,52,31,0.3333333333333333,0.7777777777777778,2,4,3,0,3,3.0,2.75,2,4,0,0,I do not currently own or rent,Less than $300,Doesn't apply,-2,3,99,0,1,3,3,0,1,0,Some college/Associate,7,2.6666666666666665,4,3,80,5,Some college/Associate,Some college/Associate,0,0,0,0,0,0,1,0,1,0,0,0,0,Spouse/dependent Veteran,18-24,White - Non-Hispanic,0,3,Never married,1,200%+ FPL,Mid-Atlantic,0,1
1359,6,6,4,73,57,1.0,1.0,6,4,4,0,3,2.75,4.25,1,5,0,1,I own my home,Less than $300,"$150,000-249,999",1,4,6,0,1,2,1,0,3,0,High school degree/GED,2,2.0,4,2,90,4,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Veteran (veteran or retired),70-74,White - Non-Hispanic,0,2,Married,1,200%+ FPL,West-North Central,0,1
1360,7,7,1,55,55,1.0,0.5555555555555556,5,4,5,0,4,4.75,4.0,2,5,-1,-1,I own my home,Prefer not to say,"Less than $150,000",99,4,99,0,1,2,3,2,2,0,Less than high school,4,2.6666666666666665,4,2,100,2,Some college/Associate,Some college/Associate,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,75+,Hispanic,1,3,Never married,0,200%+ FPL,Mountain,1,0
1361,4,6,7,50,55,1.0,0.4444444444444444,5,5,4,1,4,3.5,4.75,2,4,0,1,I do not currently own or rent,I dont know,Doesn't apply,-2,3,5,0,1,1,1,0,1,1,Some college/Associate,4,3.6666666666666665,4,4,50,4,Bachelors degree,Some college/Associate,0,0,0,0,0,0,0,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,0,5,Never married,1,<100% FPL,East-North Central,0,0
1362,6,6,6,62,61,1.0,0.5555555555555556,4,4,4,1,4,5.0,5.0,1,6,1,1,I rent,$500-749,Doesn't apply,-2,3,5,0,1,1,1,0,4,0,Some college/Associate,3,3.6666666666666665,4,2,50,4,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,0,1,Never married,1,200%+ FPL,South Atlantic,0,0
1363,6,4,6,67,49,1.0,1.0,6,4,4,1,3,4.0,4.75,1,4,0,1,I do not currently own or rent,"$1,500-1,999",Doesn't apply,-2,4,5,0,0,1,1,0,0,0,Some college/Associate,5,3.3333333333333335,3,2,100,3,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),75+,White - Non-Hispanic,0,2,Widowed,1,200%+ FPL,South Atlantic,0,0
1364,6,6,7,64,59,1.0,0.8888888888888888,7,4,4,1,4,3.0,4.0,1,5,1,1,I own my home,"$2,000 or more","$400,000 or more",3,4,5,0,1,2,2,0,4,1,Bachelors degree,3,2.0,4,4,95,4,Graduate/professional degree,Bachelors degree,0,0,0,2,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,0,4,Married,1,200%+ FPL,New England,0,1
1365,6,6,6,62,57,1.0,0.8888888888888888,5,5,4,1,4,4.5,5.0,1,6,0,0,I own my home,Less than $300,"$250,000-399,999",1,4,7,0,1,2,1,0,3,2,Some college/Associate,6,2.6666666666666665,4,4,50,4,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),45-54,Hispanic,0,2,Married,1,200%+ FPL,Pacific,0,1
1366,4,4,5,54,53,1.0,1.0,6,5,4,1,3,4.25,5.0,1,5,1,-1,I rent,$500-749,Doesn't apply,-2,4,4,0,1,1,1,0,3,0,Some college/Associate,4,1.0,4,4,10,4,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,0,1,Never married,1,200%+ FPL,West-North Central,0,0
1367,5,6,7,65,57,1.0,1.0,6,4,4,1,4,4.0,3.5,1,5,1,0,I own my home,"$1,000-1,499","$250,000-399,999",2,4,5,0,0,2,2,0,4,1,High school degree/GED,5,2.3333333333333335,4,3,45,4,Graduate/professional degree,Bachelors degree,0,2,0,2,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,5,Married,1,200%+ FPL,West-South Central,1,1
1368,5,5,5,46,32,1.0,0.6666666666666666,3,4,4,1,3,4.0,4.5,1,6,1,1,I rent,$750-999,Doesn't apply,-2,3,4,0,1,2,1,1,3,0,Bachelors degree,4,3.0,3,4,80,4,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,1,2,Never married,1,200%+ FPL,East-North Central,0,1
1369,5,4,4,51,50,1.0,0.8888888888888888,4,5,4,0,3,3.5,4.75,2,2,0,0,I own my home,"$2,000 or more","$400,000 or more",3,4,5,0,1,2,1,0,3,1,Some college/Associate,3,3.0,3,2,100,4,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),75+,White - Non-Hispanic,0,2,Married,1,200%+ FPL,East-South Central,1,1
1370,5,5,6,53,46,1.0,1.0,5,4,3,0,3,3.0,4.75,2,4,1,0,I own my home,Prefer not to say,Prefer not to say,99,4,99,0,1,1,1,0,3,1,Graduate/professional degree,4,2.6666666666666665,4,4,90,5,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,1,Married,1,200%+ FPL,South Atlantic,0,1
1371,3,1,3,47,37,1.0,0.8888888888888888,5,5,3,0,4,3.5,3.75,1,4,1,0,I own my home,"$1,500-1,999","$250,000-399,999",3,4,6,0,1,2,1,0,3,0,Graduate/professional degree,5,3.0,4,4,100,5,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,0,1
1372,7,7,7,57,51,1.0,0.6666666666666666,5,3,4,1,3,4.5,4.75,1,6,1,1,I own my home,Less than $300,"$400,000 or more",1,4,7,0,0,1,1,0,2,1,High school degree/GED,7,3.0,5,2,100,5,High school degree/GED,High school degree/GED,0,0,1,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,70-74,White - Non-Hispanic,0,3,Divorced/Separated,1,200%+ FPL,East-North Central,0,1
1373,7,7,4,95,85,1.0,1.0,7,5,5,0,4,1.0,5.0,1,6,1,1,I own my home,Less than $300,"$400,000 or more",1,3,7,0,1,2,2,0,1,0,Graduate/professional degree,6,1.0,2,3,100,5,Graduate/professional degree,Graduate/professional degree,0,0,0,0,1,0,0,0,0,0,0,0,0,Neither Active nor Veteran,75+,White - Non-Hispanic,1,2,Married,1,200%+ FPL,Pacific,1,1
1374,7,7,5,70,56,1.0,1.0,6,4,4,1,4,2.75,3.5,1,4,1,0,I own my home,"$1,500-1,999","$400,000 or more",2,4,4,0,1,1,1,0,5,1,Graduate/professional degree,5,3.0,4,3,100,2,Graduate/professional degree,Graduate/professional degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,0,2,Married,1,200%+ FPL,Pacific,0,1
1375,5,4,4,60,51,1.0,0.7777777777777778,5,5,4,1,4,3.75,3.75,1,4,1,1,I own my home,"$1,000-1,499","$150,000-249,999",2,3,6,0,1,2,1,0,4,3,Some college/Associate,4,3.3333333333333335,2,4,0,4,Some college/Associate,Some college/Associate,0,0,0,1,0,1,0,0,0,0,0,0,0,Veteran (veteran or retired),45-54,White - Non-Hispanic,0,2,Married,1,200%+ FPL,Mountain,0,1
1376,6,6,7,59,57,1.0,0.8888888888888888,5,5,4,0,4,3.5,3.75,2,5,1,1,I own my home,$750-999,"$250,000-399,999",1,4,3,0,1,2,1,0,4,0,Some college/Associate,5,1.6666666666666667,4,2,85,4,Some college/Associate,Some college/Associate,0,0,0,2,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,4,Married,0,200%+ FPL,East-North Central,0,1
1377,6,6,6,73,62,1.0,0.7777777777777778,7,5,5,1,4,4.0,4.5,1,5,1,1,I own my home,$750-999,"$150,000-249,999",2,4,5,0,1,2,1,0,1,0,Some college/Associate,7,2.6666666666666665,4,2,100,5,Graduate/professional degree,Some college/Associate,0,0,1,1,0,0,1,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,1,4,Married,0,200%+ FPL,West-North Central,1,1
